id,cui_orig,cui_target,name_orig,name_target
487,C0004661,C0004660,bacteroides,bacteroidaceae
488,C4442505,C0004660,mediterranea,bacteroidaceae
489,C3084036,C0004660,phocaeicola,bacteroidaceae
490,C1634514,C1080663,bacteroidia,bacteroidales
491,C0004660,C1080663,bacteroidaceae,bacteroidales
492,C5536820,C1080663,unclassified bacteroidales,bacteroidales
493,C4592933,C1080663,paludibacteraceae,bacteroidales
494,C1080666,C1080663,prevotellaceae,bacteroidales
495,C1080664,C1080663,rikenellaceae,bacteroidales
496,C4393898,C1080663,odoribacteraceae,bacteroidales
497,C4592935,C1080663,tannerellaceae,bacteroidales
498,C1080665,C1080663,porphyromonadaceae,bacteroidales
499,C4592894,C1080663,muribaculaceae,bacteroidales
500,C4592929,C1080663,barnesiellaceae,bacteroidales
501,C4592930,C1080663,dysgonomonadaceae,bacteroidales
502,C0995456,C1634514,bacteroidota,bacteroidia
503,C1080663,C1634514,bacteroidales,bacteroidia
504,C4463749,C1634514,marinilabiliales,bacteroidia
505,C1634514,C0995456,bacteroidia,bacteroidota
506,C4393895,C0995456,chitinophagia,bacteroidota
507,C3009994,C0995456,cytophagia,bacteroidota
508,C1056265,C0995456,flavobacteriia,bacteroidota
509,C1094922,C0995456,sphingobacteriia,bacteroidota
510,C1210563,C1003853,eubacteriales,clostridiaceae
511,C4103536,C1003853,hungatella,clostridiaceae
512,C1900381,C1003853,lactonifactor,clostridiaceae
513,C1011306,C1003853,oxobacter,clostridiaceae
514,C0036197,C1003853,sarcina,clostridiaceae
515,C4132152,C1003853,hathewaya,clostridiaceae
516,C1014409,C1003853,arthromitus,clostridiaceae
517,C1222479,C0016878,fusobacteriaceae,fusobacterium
518,C0085479,C0016878,fusobacterium nucleatum,fusobacterium
519,C0317557,C0016878,fusobacterium perfoetens,fusobacterium
520,C5346891,C0016878,fusobacterium pseudoperiodonticum,fusobacterium
521,C4393201,C0016878,fusobacterium massiliense,fusobacterium
522,C5336555,C0016878,unclassified fusobacterium,fusobacterium
523,C4137642,C0016878,fusobacterium gastrosuis,fusobacterium
524,C0317551,C0016878,fusobacterium gonidiaformans,fusobacterium
525,C0317552,C0016878,fusobacterium naviforme,fusobacterium
526,C3990730,C0016878,fusobacterium hwasookii,fusobacterium
527,C0445938,C0016878,fusobacterium ulcerans,fusobacterium
528,C0445934,C0016878,fusobacterium animalis,fusobacterium
529,C0317554,C0016878,fusobacterium periodonticum,fusobacterium
530,C1501281,C0016878,fusobacterium canifelinum,fusobacterium
531,C0317553,C0016878,fusobacterium varium,fusobacterium
532,C0317555,C0016878,fusobacterium mortiferum,fusobacterium
533,C0016880,C0016878,fusobacterium necrophorum,fusobacterium
534,C2268197,C1222479,fusobacteriales,fusobacteriaceae
535,C0016878,C1222479,fusobacterium,fusobacteriaceae
536,C2670672,C1222479,psychrilyobacter,fusobacteriaceae
537,C1205342,C1222479,genus cetobacterium,fusobacteriaceae
538,C0995954,C1222479,propionigenium,fusobacteriaceae
539,C1222477,C2268197,fusobacteriia,fusobacteriales
540,C1222479,C2268197,fusobacteriaceae,fusobacteriales
541,C3423284,C2268197,leptotrichiaceae,fusobacteriales
542,C1003893,C1222477,fusobacteriota,fusobacteriia
543,C2268197,C1222477,fusobacteriales,fusobacteriia
544,C0004611,C1003893,bacteria,fusobacteriota
545,C1222477,C1003893,fusobacteriia,fusobacteriota
546,C1080666,C0242946,prevotellaceae,prevotella
547,C0314955,C0242946,veroralis,prevotella
548,C2772080,C0242946,prevotella aurantiaca,prevotella
549,C0314953,C0242946,prevotella corporis,prevotella
550,C1884337,C0242946,prevotella massiliensis,prevotella
551,C3998869,C0242946,prevotella pectinovora,prevotella
552,C2274359,C0242946,prevotella amnii,prevotella
553,C2665216,C0242946,prevotella scopos,prevotella
554,C2632316,C0242946,prevotella falsenii,prevotella
555,C0314941,C0242946,prevotella disiens,prevotella
556,C0445949,C0242946,mitsuokella dentalis,prevotella
557,C1021993,C0242946,prevotella pallens,prevotella
558,C0314949,C0242946,prevotella denticola,prevotella
559,C0314940,C0242946,prevotella bivia,prevotella
560,C0004670,C0242946,prevotella melaninogenica,prevotella
561,C0242938,C0242946,prevotella intermedia,prevotella
562,C0445944,C0242946,prevotella nigrescens,prevotella
563,C2620631,C0242946,prevotella histicola,prevotella
564,C1080663,C1080666,bacteroidales,prevotellaceae
565,C0242946,C1080666,prevotella,prevotellaceae
566,C4470887,C1080666,marseilla,prevotellaceae
567,C4442508,C1080666,prevotellamassilia,prevotellaceae
568,C3620627,C1080666,alloprevotella,prevotellaceae
569,C2660975,C1080666,paraprevotella,prevotellaceae
570,C4128736,C1094021,pvc group,verrucomicrobia
571,C1222481,C1094021,verrucomicrobiae,verrucomicrobia
572,C1064941,C1094021,spartobacteria,verrucomicrobia
573,C1222577,C4128736,planctomycetes,pvc group
574,C1495786,C4128736,lentisphaerota,pvc group
575,C1532554,C4128736,chlamydiota,pvc group
576,C0004611,C4128736,bacteria,pvc group
577,C1094021,C4128736,verrucomicrobia,pvc group
578,C1062146,C4473044,erysipelotrichaceae,dubosiella
579,C4400946,C4473044,dubosiella newyorkensis,dubosiella
580,C2313595,C1062146,erysipelotrichales,erysipelotrichaceae
581,C4473044,C1062146,dubosiella,erysipelotrichaceae
582,C4090378,C1062146,catenisphaera,erysipelotrichaceae
583,C4437669,C1062146,longicatena,erysipelotrichaceae
584,C1458769,C1062146,allobaculum,erysipelotrichaceae
585,C4446784,C1062146,merdibacter,erysipelotrichaceae
586,C4620480,C1062146,absiella,erysipelotrichaceae
587,C3986449,C1062146,faecalicoccus,erysipelotrichaceae
588,C3800284,C1062146,stoquefichus,erysipelotrichaceae
589,C0014735,C1062146,erysipelothrix,erysipelotrichaceae
590,C5467986,C1062146,amedibacillus,erysipelotrichaceae
591,C3986447,C1062146,faecalitalea,erysipelotrichaceae
592,C5536582,C1062146,unclassified erysipelotrichaceae,erysipelotrichaceae
593,C4151861,C1062146,faecalibaculum,erysipelotrichaceae
594,C3986448,C1062146,holdemanella,erysipelotrichaceae
595,C1059410,C1062146,solobacterium,erysipelotrichaceae
596,C4318767,C1062146,ileibacterium,erysipelotrichaceae
597,C1022647,C1062146,holdemania,erysipelotrichaceae
598,C1056853,C1062146,bulleidia,erysipelotrichaceae
599,C3557255,C2313595,erysipelotrichia,erysipelotrichales
600,C1062146,C2313595,erysipelotrichaceae,erysipelotrichales
601,C1232677,C2313595,turicibacteraceae,erysipelotrichales
602,C5476923,C2313595,coprobacillaceae,erysipelotrichales
603,C1254144,C3557255,bacillota,erysipelotrichia
604,C2313595,C3557255,erysipelotrichales,erysipelotrichia
605,C4429592,C0033697,morganellaceae,proteus
606,C0033701,C0033697,proteus mirabilis,proteus
607,C4571672,C0033697,proteus alimentorum,proteus
608,C0315283,C0033697,proteus penneri,proteus
609,C0033702,C0033697,proteus vulgaris,proteus
610,C0315282,C0033697,cosenzaea myxofaciens,proteus
611,C0445748,C0033697,proteus hauseri,proteus
612,C0317454,C4429592,xenorhabdus,morganellaceae
613,C0752043,C4429592,photorhabdus,morganellaceae
614,C3749987,C4429592,cosenzaea,morganellaceae
615,C0995381,C4429592,arsenophonus,morganellaceae
616,C0033750,C4429592,providencia spp,morganellaceae
617,C1040967,C4429592,enterobacterales,morganellaceae
618,C0033697,C4429592,proteus,morganellaceae
619,C0014833,C0014834,escherichia,escherichia coli
620,C0376624,C0014834,escherichia coli o157:h7,escherichia coli
621,C1320029,C0014834,escherichia coli o78,escherichia coli
622,C1295790,C0014834,o111,escherichia coli
623,C1319979,C0014834,coli o101,escherichia coli
624,C0376625,C0014834,coli o157,escherichia coli
625,C0022938,C0445728,lactobacillus,lactobacillus johnsonii
626,C1490589,C1490590,akkermansia,akkermansia muciniphila
627,C4103791,C1490589,akkermansiaceae,akkermansia
628,C1490590,C1490589,akkermansia muciniphila,akkermansia
629,C4181114,C1490589,akkermansia glycaniphila,akkermansia
630,C1013959,C4103791,verrucomicrobiales,akkermansiaceae
631,C1490589,C4103791,akkermansia,akkermansiaceae
632,C1222503,C1013959,verrucomicrobiaceae,verrucomicrobiales
633,C1222481,C1013959,verrucomicrobiae,verrucomicrobiales
634,C4103791,C1013959,akkermansiaceae,verrucomicrobiales
635,C1094021,C1222481,verrucomicrobia,verrucomicrobiae
636,C1013959,C1222481,verrucomicrobiales,verrucomicrobiae
637,C0022938,C0317614,lactobacillus,lactobacillus crispatus
638,C0995357,C0001138,moraxellaceae,acinetobacter
639,C0445802,C0001138,acinetobacter radioresistens,acinetobacter
640,C1264779,C0001138,acinetobacter variabilis,acinetobacter
641,C1051095,C0001138,acinetobacter ursingii,acinetobacter
642,C1222125,C0001138,acinetobacter baylyi,acinetobacter
643,C1264775,C0001138,acinetobacter bereziniae,acinetobacter
644,C1051096,C0001138,acinetobacter schindleri,acinetobacter
645,C0314788,C0001138,acinetobacter hemolyticus,acinetobacter
646,C1493481,C0001138,acinetobacter rhizosphaerae,acinetobacter
647,C4130281,C0001138,acinetobacter modestus,acinetobacter
648,C1264776,C0001138,acinetobacter guillouiae,acinetobacter
649,C0314790,C0001138,acinetobacter johnsonii,acinetobacter
650,C0392411,C0001138,acinetobacter lwoffii,acinetobacter
651,C0314789,C0001138,acinetobacter junii,acinetobacter
652,C2828037,C0001138,acinetobacter calcoaceticus/baumannii complex,acinetobacter
653,C1218034,C0001138,unclassified acinetobacter,acinetobacter
654,C5642387,C0995357,moraxellales,moraxellaceae
655,C0001138,C0995357,acinetobacter,moraxellaceae
656,C0026536,C0995357,moraxella,moraxellaceae
657,C0318047,C0995357,psychrobacter,moraxellaceae
658,C0751988,C5642387,gammaproteobacteria,moraxellales
659,C0995357,C5642387,moraxellaceae,moraxellales
660,C0008148,C0008151,chlamydia,chlamydia trachomatis
661,C3412572,C0008148,chlamydia/chlamydophila group,chlamydia
662,C0008151,C0008148,chlamydia trachomatis,chlamydia
663,C1265335,C0008148,chlamydia pecorum,chlamydia
664,C1036094,C0008148,chlamydia abortus,chlamydia
665,C0916928,C0008148,chlamydia muridarum,chlamydia
666,C1086360,C0008148,chlamydia felis,chlamydia
667,C0085504,C0008148,chlamydophila pneumoniae,chlamydia
668,C0008152,C3412572,chlamydiaceae,chlamydia/chlamydophila group
669,C0008148,C3412572,chlamydia,chlamydia/chlamydophila group
670,C0008154,C0008152,chlamydiales,chlamydiaceae
671,C3412572,C0008152,chlamydia/chlamydophila group,chlamydiaceae
672,C3463900,C0008154,chlamydiia,chlamydiales
673,C0008152,C0008154,chlamydiaceae,chlamydiales
674,C4460910,C3463900,parachlamydiales,chlamydiia
675,C1532554,C3463900,chlamydiota,chlamydiia
676,C0008154,C3463900,chlamydiales,chlamydiia
677,C4128736,C1532554,pvc group,chlamydiota
678,C3463900,C1532554,chlamydiia,chlamydiota
679,C1032649,C0026926,mycobacterium tuberculosis complex,mycobacterium tuberculosis
680,C5227642,C0026926,mycobacterium tuberculosis tuberculosis,mycobacterium tuberculosis
681,C1033047,C1032649,mycobacterium canettii,mycobacterium tuberculosis complex
682,C3629605,C1032649,mycobacterium orygis,mycobacterium tuberculosis complex
683,C0026912,C1032649,mycobacterium,mycobacterium tuberculosis complex
684,C0026926,C1032649,mycobacterium tuberculosis,mycobacterium tuberculosis complex
685,C0026907,C0026912,mycobacteriaceae,mycobacterium
686,C1032649,C0026912,mycobacterium tuberculosis complex,mycobacterium
687,C0026925,C0026912,mycobacterium scrofulaceum,mycobacterium
688,C1212206,C0026912,mycobacterium lacticola,mycobacterium
689,C0317751,C0026912,mycobacterium kansasii,mycobacterium
690,C4302702,C0026912,mycobacterium simiae complex,mycobacterium
691,C2298326,C0026912,mycobacterium lepromatosis,mycobacterium
692,C0317757,C0026912,mycobacterium pargordonae,mycobacterium
693,C0026914,C0026912,mycobacterium avium complex (mac),mycobacterium
694,C0026922,C0026912,mycobacterium leprae,mycobacterium
695,C0317759,C0026912,mycobacterium ulcerans group,mycobacterium
696,C0242615,C0026912,mycobacterium haemophilum,mycobacterium
697,C2793941,C0026907,mycobacteroides,mycobacteriaceae
698,C4760621,C0026907,mycolicibacterium,mycobacteriaceae
699,C1037122,C0026907,unclassified mycobacteriaceae,mycobacteriaceae
700,C1037106,C0026907,mycobacteriales,mycobacteriaceae
701,C0026912,C0026907,mycobacterium,mycobacteriaceae
702,C1037125,C1037106,tsukamurellaceae,mycobacteriales
703,C1037126,C1037106,dietziaceae,mycobacteriales
704,C5476616,C1037106,lawsonellaceae,mycobacteriales
705,C1037123,C1037106,gordoniaceae,mycobacteriales
706,C0028243,C1037106,nocardiaceae,mycobacteriales
707,C0010147,C1037106,corynebacteriaceae,mycobacteriales
708,C0600148,C1037106,actinomycetes,mycobacteriales
709,C0026907,C1037106,mycobacteriaceae,mycobacteriales
710,C0027571,C0027573,neisseria,neisseria gonorrhoeae
711,C0027576,C0027571,neisseriaceae,neisseria
712,C0027573,C0027571,neisseria gonorrhoeae,neisseria
713,C2613510,C0027571,neisseria animaloris,neisseria
714,C2991835,C0027571,neisseria shayeganii,neisseria
715,C2613511,C0027571,neisseria zoodegmatis,neisseria
716,C0445686,C0027571,neisseria weaveri canine,neisseria
717,C0547033,C0027571,neisseria perflava,neisseria
718,C0547032,C0027571,neisseria flava,neisseria
719,C0317883,C0027571,neisseria mucosa,neisseria
720,C0317887,C0027571,neisseria lactamica,neisseria
721,C0317886,C0027571,neisseria cinerea,neisseria
722,C0317894,C0027571,neisseria polysaccharea,neisseria
723,C0317885,C0027571,neisseria canis,neisseria
724,C3558164,C0027571,neisseria oralis,neisseria
725,C1475711,C0027571,neisseria bacilliformis,neisseria
726,C0317882,C0027571,neisseria flavescens,neisseria
727,C0317888,C0027571,neisseria elongata,neisseria
728,C0027575,C0027571,neisseria meningitidis,neisseria
729,C0317881,C0027571,neisseria subflava,neisseria
730,C0317893,C0027571,neisseria sicca,neisseria
731,C1224086,C0027576,neisseriales,neisseriaceae
732,C0027571,C0027576,neisseria,neisseriaceae
733,C1629130,C0027576,conchiformibius,neisseriaceae
734,C1629677,C0027576,bergeriella,neisseriaceae
735,C1670554,C0027576,uruburuella,neisseriaceae
736,C0318096,C0027576,simonsiella,neisseriaceae
737,C0085482,C0027576,eikenella,neisseriaceae
738,C0752014,C0027576,vitreoscilla,neisseriaceae
739,C3571349,C0027576,snodgrassella,neisseriaceae
740,C3941747,C1224086,chromobacteriaceae,neisseriales
741,C0751987,C1224086,betaproteobacteria,neisseriales
742,C0027576,C1224086,neisseriaceae,neisseriales
743,None,C0751987,pseudomonadota,betaproteobacteria
744,C1224086,C0751987,neisseriales,betaproteobacteria
745,C1034478,C0751987,burkholderiales,betaproteobacteria
746,C1003862,C0751987,nitrosomonadales,betaproteobacteria
747,C1224113,C0751987,rhodocyclales,betaproteobacteria
748,C1444108,C0001703,aerococcaceae,aerococcus
749,C0016914,C0001703,aerococcus viridans,aerococcus
750,C1038669,C0001703,aerococcus christensenii,aerococcus
751,C1057150,C0001703,aerococcus sanguinicola,aerococcus
752,C0445640,C0001703,aerococcus urinae,aerococcus
753,C1210581,C1444108,lactobacillales,aerococcaceae
754,C0001703,C1444108,aerococcus,aerococcaceae
755,C1012414,C1444108,abiotrophia,aerococcaceae
756,C1086870,C1444108,ignavigranum,aerococcaceae
757,C1026185,C1444108,facklamia,aerococcaceae
758,C0042447,C0317723,veillonellaceae,megasphaera
759,C1210964,C0317723,megasphaera micronuciformis,megasphaera
760,C2808452,C0317723,megasphaera type,megasphaera
761,C3592676,C0317723,megasphaera massiliensis,megasphaera
762,C0317724,C0317723,megasphaera elsdenii,megasphaera
763,C4386155,C0042447,veillonellales,veillonellaceae
764,C0317723,C0042447,megasphaera,veillonellaceae
765,C1010010,C0042447,unclassified veillonellaceae,veillonellaceae
766,C3084166,C0042447,negativicoccus,veillonellaceae
767,C0042446,C0042447,veillonella,veillonellaceae
768,C1008539,C0042447,dialister,veillonellaceae
769,C1193322,C0042447,anaeroglobus,veillonellaceae
770,C1225738,C0042447,allisonella,veillonellaceae
771,C3084169,C4386155,negativicutes,veillonellales
772,C0042447,C4386155,veillonellaceae,veillonellales
773,C1254144,C3084169,bacillota,negativicutes
774,C4386155,C3084169,veillonellales,negativicutes
775,C3084167,C3084169,selenomonadales,negativicutes
776,C4386154,C3084169,acidaminococcales,negativicutes
777,C5482598,C3084169,negativicutes incertae sedis,negativicutes
778,C0162785,C1016768,brachyspira,brachyspira pilosicoli
779,C1069641,C0162785,brachyspiraceae,brachyspira
780,C1016768,C0162785,brachyspira pilosicoli,brachyspira
781,C0162786,C0162785,brachyspira hyodysenteriae,brachyspira
782,C0315021,C0162785,brachyspira aalborgi,brachyspira
783,C3622172,C0162785,brachyspira hampsonii,brachyspira
784,C4104182,C1069641,brachyspirales,brachyspiraceae
785,C0162785,C1069641,brachyspira,brachyspiraceae
786,C1222582,C4104182,spirochaetia,brachyspirales
787,C1069641,C4104182,brachyspiraceae,brachyspirales
788,C4104180,C1222582,leptospirales,spirochaetia
789,C0699955,C1222582,spirochaetota,spirochaetia
790,C4104182,C1222582,brachyspirales,spirochaetia
791,C0004611,C0699955,bacteria,spirochaetota
792,C1222582,C0699955,spirochaetia,spirochaetota
793,C0042447,C0042446,veillonellaceae,veillonella
794,C0318245,C0042446,veillonella ratti,veillonella
795,C3558170,C0042446,veillonella tobetsuensis,veillonella
796,C2759037,C0042446,veillonella denticariosi,veillonella
797,C4564752,C0042446,veillonella infantium,veillonella
798,C1482674,C0042446,veillonella montpellierensis,veillonella
799,C0318243,C0042446,veillonella atypica,veillonella
800,C5461427,C0042446,veillonella nakazawae,veillonella
801,C0318242,C0042446,veillonella dispar,veillonella
802,C1902064,C0042446,veillonella rogosae,veillonella
803,C0318241,C0042446,veillonella parvula,veillonella
804,C1228943,C1229075,ruminococcaceae,faecalibacterium
805,C0317558,C1229075,faecalibacterium prausnitzii,faecalibacterium
806,C5334733,C1229075,unclassified faecalibacterium,faecalibacterium
807,C1080664,C1490417,rikenellaceae,alistipes
808,C1630218,C1490417,alistipes shahii,alistipes
809,C3943172,C1490417,alistipes inops,alistipes
810,C3799456,C1490417,alistipes timonensis,alistipes
811,C1500402,C1490417,alistipes massiliensis,alistipes
812,C2773835,C1490417,alistipes indistinctus,alistipes
