1,DISEASE,MESH ID,BACTERIA,NCBI ID,RELATION,METHOD,PMID
297,Non-alcoholic Fatty Liver Disease,D065626,Oscillospira,119852,Increase,16S rRNA sequences,29682571
298,Non-alcoholic Fatty Liver Disease,D065626,Fusobacterium,848,Increase,16S rRNA sequences,29682571
299,Non-alcoholic Fatty Liver Disease,D065626,Phascolarctobacterium,33024,Increase,16S rRNA sequences,29682571
300,Non-alcoholic Fatty Liver Disease,D065626,Sutterella,40544,Increase,16S rRNA sequences,29682571
301,Non-alcoholic Fatty Liver Disease,D065626,Escherichia,561,Increase,16S rRNA sequences,29682571
302,Non-alcoholic Fatty Liver Disease,D065626,Flavobacterium,237,Increase,16S rRNA sequences,29682571
303,Pancreatic Neoplasms,D010190,Acinetobacter,469,Increase,16S rRNA sequences,29653723
304,Pancreatic Neoplasms,D010190,Porphyromonas,836,Decrease,16S rRNA sequences,29653723
305,Pancreatic Neoplasms,D010190,Escherichia,561,Decrease,16S rRNA sequences,29653723
306,Pancreatic Neoplasms,D010190,Pseudomonas,286,Decrease,16S rRNA sequences,29653723
307,Pancreatic Neoplasms,D010190,Paenibacillus,44249,Decrease,16S rRNA sequences,29653723
308,Pancreatic Neoplasms,D010190,Enhydrobacter,212791,Decrease,16S rRNA sequences,29653723
309,Pancreatic Neoplasms,D010190,Aquabacterium,92793,Increase,16S rRNA sequences,29653723
310,Pancreatic Neoplasms,D010190,Rahnella,34037,Increase,16S rRNA sequences,29653723
311,Pancreatic Neoplasms,D010190,Delftia,80865,Increase,16S rRNA sequences,29653723
312,Pancreatic Neoplasms,D010190,Shigella,620,Decrease,16S rRNA sequences,29653723
313,Pancreatic Neoplasms,D010190,Oceanobacillus,182709,Increase,16S rRNA sequences,29653723
314,Pancreatic Neoplasms,D010190,Massilia,149698,Increase,16S rRNA sequences,29653723
315,Pancreatic Neoplasms,D010190,Deinococcus,1298,Increase,16S rRNA sequences,29653723
316,Pancreatic Neoplasms,D010190,Sphingobium,165695,Increase,16S rRNA sequences,29653723
317,Crohn Disease,D003424,Escherichia,561,Increase,16S rDNA sequences,29632427
318,"Uveitis, Anterior",D014606,Roseburia,841,Decrease,16S rDNA sequences,29625474
319,"Uveitis, Anterior",D014606,Clostridium,1485,Decrease,16S rDNA sequences,29625474
320,"Uveitis, Anterior",D014606,Blautia,572511,Decrease,16S rDNA sequences,29625474
321,"Uveitis, Anterior",D014606,Pseudomonas,286,Decrease,16S rDNA sequences,29625474
322,"Uveitis, Anterior",D014606,Barnesiella,397864,Decrease,16S rDNA sequences,29625474
323,"Uveitis, Anterior",D014606,Methanobrevibacter,2172,Decrease,16S rDNA sequences,29625474
324,"Uveitis, Anterior",D014606,Selenomonas,970,Increase,16S rDNA sequences,29625474
325,"Uveitis, Anterior",D014606,Pusillimonas (ex Stolz et al. 2005),305976,Decrease,16S rDNA sequences,29625474
326,"Uveitis, Anterior",D014606,Desemzia,82800,Decrease,16S rDNA sequences,29625474
327,"Uveitis, Anterior",D014606,Symbiobacterium,2733,Decrease,16S rDNA sequences,29625474
328,"Uveitis, Anterior",D014606,Tepidimicrobium,285105,Decrease,16S rDNA sequences,29625474
329,"Uveitis, Anterior",D014606,Chelativorans,449972,Decrease,16S rDNA sequences,29625474
330,"Uveitis, Anterior",D014606,Ureibacillus,160795,Decrease,16S rDNA sequences,29625474
331,"Uveitis, Anterior",D014606,Halocella,46466,Decrease,16S rDNA sequences,29625474
332,"Uveitis, Anterior",D014606,Tepidanaerobacter,499228,Decrease,16S rDNA sequences,29625474
333,"Uveitis, Anterior",D014606,Pseudoxanthomonas,83618,Increase,16S rDNA sequences,29625474
334,"Uveitis, Anterior",D014606,Halomonas,2745,Increase,16S rDNA sequences,29625474
335,"Uveitis, Anterior",D014606,Burkholderia,32008,Increase,16S rDNA sequences,29625474
336,IgA Vasculitis,D011695,Roseburia,841,Decrease,16S rRNA sequences,29525681
337,IgA Vasculitis,D011695,Parabacteroides,375288,Increase,16S rRNA sequences,29525681
338,IgA Vasculitis,D011695,Enterococcus,1350,Increase,16S rRNA sequences,29525681
339,IgA Vasculitis,D011695,Dialister,39948,Decrease,16S rRNA sequences,29525681
340,IgA Vasculitis,D011695,Parasutterella,577310,Decrease,16S rRNA sequences,29525681
341,Premature Birth,D047928,Bifidobacterium,1678,Increase,16S rRNA sequences,29410448
342,Premature Birth,D047928,Enterococcus,1350,Increase,16S rRNA sequences,29410448
343,Premature Birth,D047928,Enterobacter,547,Increase,16S rRNA sequences,29410448
344,Premature Birth,D047928,Staphylococcus,1279,Increase,16S rRNA sequences,29410448
345,Arthritis,D001168,Bacteroides,816,Increase,16S rRNA sequences,27861762
346,Arthritis,D001168,Prevotella,838,Decrease,16S rRNA sequences,27861762
347,Arthritis,D001168,Enterococcus,1350,Increase,16S rRNA sequences,27861762
348,Arthritis,D001168,Klebsiella,570,Increase,16S rRNA sequences,27861762
349,Critical Illness,D016638,Faecalibacterium,216851,Decrease,16S rRNA sequences,27837233
350,Critical Illness,D016638,Ruminococcus,1263,Decrease,16S rRNA sequences,27837233
351,Critical Illness,D016638,Blautia,572511,Decrease,16S rRNA sequences,27837233
352,Critical Illness,D016638,Subdoligranulum,292632,Decrease,16S rRNA sequences,27837233
353,Critical Illness,D016638,Pseudobutyrivibrio,46205,Decrease,16S rRNA sequences,27837233
354,Eczema,D004485,Bifidobacterium,1678,Decrease,16S rRNA sequences,27812181
355,Eczema,D004485,Faecalibacterium,216851,Increase,16S rRNA sequences,27812181
356,Eczema,D004485,Streptococcus,1301,Decrease,16S rRNA sequences,27812181
357,Eczema,D004485,Megasphaera,906,Decrease,16S rRNA sequences,27812181
358,Eczema,D004485,Haemophilus,724,Decrease,16S rRNA sequences,27812181
359,Asthma,D001249,Lachnospira,28050,Decrease,"16S rRNA sequences,qPCR",27634868
360,Bipolar Disorder,D001714,Prevotella,838,Increase,16S rRNA sequences,27741466
361,Bipolar Disorder,D001714,Streptococcus,1301,Increase,16S rRNA sequences,27741466
362,Bipolar Disorder,D001714,Klebsiella,570,Increase,16S rRNA sequences,27741466
363,Adenomatous Polyposis Coli,D011125,Desulfovibrio,872,Increase,16S rRNA sequences,27672054
364,Adenomatous Polyposis Coli,D011125,Bilophila,35832,Increase,16S rRNA sequences,27672054
365,Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054198,Ruminococcus,1263,Decrease,16S rRNA sequences,27527070
366,Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054198,Roseburia,841,Decrease,16S rRNA sequences,27527070
367,Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054198,Coprococcus,33042,Decrease,16S rRNA sequences,27527070
368,Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054198,Anaerostipes,207244,Decrease,16S rRNA sequences,27527070
369,Obesity,D009765,Bacteroides,816,Decrease,16S rRNA sequences,27450202
370,Multiple Sclerosis,D009103,Akkermansia,239934,Increase,16S rDNA sequences,27352007
371,Multiple Sclerosis,D009103,Butyricimonas,574697,Decrease,16S rDNA sequences,27352007
372,Multiple Sclerosis,D009103,Methanobrevibacter,2172,Increase,16S rDNA sequences,27352007
373,Phenylketonurias,D010661,Prevotella,838,Increase,16S rDNA sequences,27336782
374,Phenylketonurias,D010661,Ruminococcus,1263,Decrease,16S rDNA sequences,27336782
375,Phenylketonurias,D010661,Coprococcus,33042,Decrease,16S rDNA sequences,27336782
376,Phenylketonurias,D010661,Lachnospira,28050,Decrease,16S rDNA sequences,27336782
377,Phenylketonurias,D010661,Akkermansia,239934,Increase,16S rDNA sequences,27336782
378,Phenylketonurias,D010661,Dorea,189330,Decrease,16S rDNA sequences,27336782
379,Phenylketonurias,D010661,Odoribacter,283168,Decrease,16S rDNA sequences,27336782
380,Acquired Immunodeficiency Syndrome,D000163,Bacteroides,816,Increase,16S rRNA sequences,27048741
381,Acquired Immunodeficiency Syndrome,D000163,Parabacteroides,375288,Increase,16S rRNA sequences,27048741
382,Acquired Immunodeficiency Syndrome,D000163,Bilophila,35832,Decrease,16S rRNA sequences,27048741
383,Prostatitis,D011472,Phyllobacterium,28100,Increase,16S rRNA sequences,26930255
384,"Cholangitis, Sclerosing",D015209,Blautia,572511,Increase,16S rRNA sequences,26857969
385,Crohn Disease,D003424,Bifidobacterium,1678,Increase,16S rRNA sequences,26789999
386,Crohn Disease,D003424,Bacteroides,816,Decrease,16S rRNA sequences,26789999
387,Crohn Disease,D003424,Faecalibacterium,216851,Decrease,16S rRNA sequences,26789999
388,Crohn Disease,D003424,Ruminococcus,1263,Decrease,16S rRNA sequences,26789999
389,Crohn Disease,D003424,Actinomyces,1654,Increase,16S rRNA sequences,26789999
390,Crohn Disease,D003424,Eubacterium,1730,Decrease,16S rRNA sequences,26789999
391,Crohn Disease,D003424,Faecalibacterium,216851,Decrease,16S rRNA sequences,26752462
392,Crohn Disease,D003424,Fusobacterium,848,Increase,16S rRNA sequences,26752462
393,Spinal Cord Injuries,D013119,Roseburia,841,Decrease,16S rRNA sequences,26752409
394,Spinal Cord Injuries,D013119,Dialister,39948,Decrease,16S rRNA sequences,26752409
395,Spinal Cord Injuries,D013119,Megamonas,158846,Decrease,16S rRNA sequences,26752409
396,Spinal Cord Injuries,D013119,Pseudobutyrivibrio,46205,Decrease,16S rRNA sequences,26752409
397,Spinal Cord Injuries,D013119,Marvinbryantia,248744,Decrease,16S rRNA sequences,26752409
398,Parkinson Disease,D010300,Lactobacillus,1578,Increase,16S rRNA sequences,26539989
399,"Cholangitis, Sclerosing",D015209,Lactobacillus,1578,Increase,16S rRNA sequences,26526357
400,"Cholangitis, Sclerosing",D015209,Acinetobacter,469,Increase,16S rRNA sequences,26526357
401,"Cholangitis, Sclerosing",D015209,Rothia,32207,Increase,16S rRNA sequences,26526357
402,"Cholangitis, Sclerosing",D015209,Corynebacterium,1716,Increase,16S rRNA sequences,26526357
403,"Cholangitis, Sclerosing",D015209,Ralstonia,48736,Increase,16S rRNA sequences,26526357
404,"Cholangitis, Sclerosing",D015209,Sphingomonas,13687,Increase,16S rRNA sequences,26526357
405,Anorexia Nervosa,D000856,Faecalibacterium,216851,Increase,16S rRNA sequences,26428446
406,Anorexia Nervosa,D000856,Ruminococcus,1263,Increase,16S rRNA sequences,26428446
407,Anorexia Nervosa,D000856,Blautia,572511,Increase,16S rRNA sequences,26428446
408,Anorexia Nervosa,D000856,Parabacteroides,375288,Decrease,16S rRNA sequences,26428446
409,Anorexia Nervosa,D000856,Lachnospira,28050,Increase,16S rRNA sequences,26428446
410,Anorexia Nervosa,D000856,Anaerostipes,207244,Increase,16S rRNA sequences,26428446
411,Enteritis,D004751,Bacteroides,816,Increase,16S rRNA sequences,26395244
412,Inflammatory Bowel Diseases,D015212,Bacteroides,816,Increase,16S rRNA sequences,26261163
413,Inflammatory Bowel Diseases,D015212,Lactobacillus,1578,Increase,16S rRNA sequences,26261163
414,Obesity,D009765,Bacteroides,816,Decrease,16S rRNA sequences,26230509
415,Obesity,D009765,Faecalibacterium,216851,Decrease,16S rRNA sequences,26230509
416,Obesity,D009765,Prevotella,838,Increase,16S rRNA sequences,26230509
417,Obesity,D009765,Alistipes,239759,Decrease,16S rRNA sequences,26230509
418,Obesity,D009765,Oscillibacter,459786,Decrease,16S rRNA sequences,26230509
419,"Hepatitis, Autoimmune",D019693,Bifidobacterium,1678,Decrease,qPCR,26191211
420,"Hepatitis, Autoimmune",D019693,Lactobacillus,1578,Decrease,qPCR,26191211
421,Schistosomiasis haematobia,D012553,Prevotella,838,Increase,16S rRNA sequences,26114287
422,"Diabetes Mellitus, Type 1",D003922,Bacteroides,816,Increase,16S rRNA sequences,26068542
423,"Diabetes Mellitus, Type 1",D003922,Prevotella,838,Decrease,16S rRNA sequences,26068542
424,Cholecystitis,D002764,Coprococcus,33042,Decrease,denaturing gradient gel electrophoresis,26025761
425,Cholecystitis,D002764,Akkermansia,239934,Increase,denaturing gradient gel electrophoresis,26025761
426,Cholecystitis,D002764,Escherichia,561,Increase,denaturing gradient gel electrophoresis,26025761
427,Cholecystitis,D002764,Enterobacter,547,Increase,denaturing gradient gel electrophoresis,26025761
428,Cholecystitis,D002764,Paraprevotella,577309,Decrease,denaturing gradient gel electrophoresis,26025761
429,Cholecystitis,D002764,Turicibacter,191303,Decrease,denaturing gradient gel electrophoresis,26025761
430,Hypersensitivity,D006967,Akkermansia,239934,Decrease,16S rRNA sequences,25869237
431,Irritable Bowel Syndrome,D043183,Acinetobacter,469,Decrease,qPCR,25865706
432,Irritable Bowel Syndrome,D043183,Lactococcus,1357,Decrease,qPCR,25865706
433,Irritable Bowel Syndrome,D043183,Flavobacterium,237,Decrease,qPCR,25865706
434,Irritable Bowel Syndrome,D043183,Weissella,46255,Decrease,qPCR,25865706
435,Irritable Bowel Syndrome,D043183,Leuconostoc,1243,Decrease,qPCR,25865706
436,Irritable Bowel Syndrome,D043183,Citrobacter,544,Decrease,qPCR,25865706
437,Irritable Bowel Syndrome,D043183,Enhydrobacter,212791,Decrease,qPCR,25865706
438,Irritable Bowel Syndrome,D043183,Aeromonas,642,Increase,qPCR,25865706
439,Irritable Bowel Syndrome,D043183,Microvirgula,57479,Decrease,qPCR,25865706
440,Irritable Bowel Syndrome,D043183,Cloacibacterium,501783,Decrease,qPCR,25865706
441,"Enterocolitis, Necrotizing",D020345,Bacteroides,816,Increase,qPCR,25203729
442,"Enterocolitis, Necrotizing",D020345,Clostridium,1485,Increase,qPCR,25203729
443,Constipation,D003248,Prevotella,838,Decrease,16S rRNA sequences,25073603
444,Constipation,D003248,Ruminococcus,1263,Increase,16S rRNA sequences,25073603
445,Constipation,D003248,Blautia,572511,Increase,16S rRNA sequences,25073603
446,Constipation,D003248,Clostridium,1485,Increase,16S rRNA sequences,25073603
447,Constipation,D003248,Coprococcus,33042,Increase,16S rRNA sequences,25073603
448,Constipation,D003248,Anaerotruncus,244127,Increase,16S rRNA sequences,25073603
449,Hyperthyroidism,D006980,Bifidobacterium,1678,Increase,qPCR,24969306
450,Hyperthyroidism,D006980,Lactobacillus,1578,Decrease,qPCR,24969306
451,Hyperthyroidism,D006980,Enterococcus,1350,Increase,qPCR,24969306
452,Depression,D003863,Alistipes,239759,Increase,16S rRNA sequences,24888394
453,Depression,D003863,Oscillibacter,459786,Increase,16S rRNA sequences,24888394
454,Clostridium Infections,D003015,Bacteroides,816,Decrease,16S rRNA sequences,24803517
455,Hirschsprung Disease,D006627,Bacteroides,816,Decrease,16S rRNA sequences,24525127
456,Inflammatory Bowel Diseases,D015212,Bifidobacterium,1678,Increase,16S rRNA sequences,24478468
457,Inflammatory Bowel Diseases,D015212,Lactobacillus,1578,Increase,16S rRNA sequences,24478468
458,"Diabetes Mellitus, Type 1",D003922,Bacteroides,816,Increase,16S rRNA sequences,24448554
459,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,16S rRNA sequences,24316595
460,Colorectal Neoplasms,D015179,Porphyromonas,836,Increase,16S rRNA sequences,24316595
461,"Diabetes, Gestational",D016640,Parabacteroides,375288,Increase,qPCR,24223144
462,Gallstones,D042882,Faecalibacterium,216851,Increase,16S rRNA sequences,24083370
463,Gallstones,D042882,Roseburia,841,Increase,16S rRNA sequences,24083370
464,Gallstones,D042882,Lachnospira,28050,Increase,16S rRNA sequences,24083370
465,Glucose Intolerance,D018149,Bacteroides,816,Decrease,qPCR,24013136
466,"Fatigue Syndrome, Chronic",D015673,Alistipes,239759,Increase,16S rRNA sequences,23791918
467,"Fatigue Syndrome, Chronic",D015673,Lactonifactor,420345,Increase,16S rRNA sequences,23791918
468,"Arthritis, Rheumatoid",D001172,Lactobacillus,1578,Increase,RT-qPCR,23483307
469,"Arthritis, Rheumatoid",D001172,Lactobacillus,1578,Increase,16S rRNA sequences,23483307
470,Premature Birth,D047928,Bifidobacterium,1678,Decrease,16S rRNA sequences,23303303
471,Premature Birth,D047928,Lactobacillus,1578,Decrease,16S rRNA sequences,23303303
472,Inflammatory Bowel Diseases,D015212,Bacteroides,816,Decrease,denaturing gradient gel electrophoresis,23276768
473,Inflammatory Bowel Diseases,D015212,Prevotella,838,Decrease,denaturing gradient gel electrophoresis,23276768
474,Inflammatory Bowel Diseases,D015212,Porphyromonas,836,Decrease,denaturing gradient gel electrophoresis,23276768
475,Crohn Disease,D003424,Faecalibacterium,216851,Decrease,qPCR,17119388
476,Eczema,D004485,Bifidobacterium,1678,Decrease,qPCR,16601353
477,Eczema,D004485,Clostridium,1485,Decrease,qPCR,16601353
478,Parkinson Disease,D010300,Bifidobacterium,1678,Increase,16S rDNA sequences,28429209
479,Parkinson Disease,D010300,Bacteroides,816,Decrease,16S rDNA sequences,28429209
480,Parkinson Disease,D010300,Faecalibacterium,216851,Decrease,16S rDNA sequences,28429209
481,Parkinson Disease,D010300,Prevotella,838,Decrease,16S rDNA sequences,28429209
482,Parkinson Disease,D010300,Dorea,189330,Increase,16S rDNA sequences,28429209
483,Parkinson Disease,D010300,Christensenella,990721,Increase,16S rDNA sequences,28429209
484,Crohn Disease,D003424,Bifidobacterium,1678,Increase,16S rRNA sequences,28222161
485,Crohn Disease,D003424,Bacteroides,816,Increase,16S rRNA sequences,28222161
486,Crohn Disease,D003424,Blautia,572511,Decrease,16S rRNA sequences,28222161
487,Crohn Disease,D003424,Streptococcus,1301,Increase,16S rRNA sequences,28222161
488,Crohn Disease,D003424,Dialister,39948,Increase,16S rRNA sequences,28222161
489,Crohn Disease,D003424,Catenibacterium,135858,Decrease,16S rRNA sequences,28222161
490,Crohn Disease,D003424,Howardella,404402,Decrease,16S rRNA sequences,28222161
491,Parkinson Disease,D010300,Bifidobacterium,1678,Increase,16S rRNA sequences,28195358
492,Parkinson Disease,D010300,Faecalibacterium,216851,Decrease,16S rRNA sequences,28195358
493,Parkinson Disease,D010300,Prevotella,838,Increase,16S rRNA sequences,28195358
494,Parkinson Disease,D010300,Roseburia,841,Decrease,16S rRNA sequences,28195358
495,Parkinson Disease,D010300,Lactobacillus,1578,Increase,16S rRNA sequences,28195358
496,Parkinson Disease,D010300,Parabacteroides,375288,Increase,16S rRNA sequences,28195358
497,Parkinson Disease,D010300,Blautia,572511,Decrease,16S rRNA sequences,28195358
498,Parkinson Disease,D010300,Coprococcus,33042,Decrease,16S rRNA sequences,28195358
499,Parkinson Disease,D010300,Akkermansia,239934,Increase,16S rRNA sequences,28195358
500,Crohn Disease,D003424,Faecalibacterium,216851,Decrease,16S rRNA sequences,28179361
501,Crohn Disease,D003424,Ruminococcus,1263,Decrease,16S rRNA sequences,28179361
502,Crohn Disease,D003424,Ruminococcus,1263,Increase,16S rRNA sequences,28179361
503,Crohn Disease,D003424,Roseburia,841,Decrease,16S rRNA sequences,28179361
504,Crohn Disease,D003424,Clostridium,1485,Decrease,16S rRNA sequences,28179361
505,Crohn Disease,D003424,Parabacteroides,375288,Decrease,16S rRNA sequences,28179361
506,Crohn Disease,D003424,Blautia,572511,Decrease,16S rRNA sequences,28179361
507,Crohn Disease,D003424,Coprococcus,33042,Decrease,16S rRNA sequences,28179361
