,experiment_id,methodological_detail_id,qualitative_outcome,disease_id,meddra_level,meddra_id,location_id,disease_name,organism_id,organism_name,organism_ncbi_id,subject_value,control_value,ratio,method_name,sample_name,host_type,host_id,publication_id,control_name,response_name,response_unit
126,127,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,82,Erysipelotrichaceae incertae sedis,128827.0,0.04,0.0,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
127,128,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,83,Serratia,616.0,0.1,0.02,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
128,129,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,84,Proteus,229037.0,0.03,0.0,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
129,130,,Reduced,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,85,Pyramidobacter,638847.0,0.01,0.05,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
130,131,,Reduced,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,86,Hallella,52228.0,0.01,0.05,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
131,132,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,87,Methylobacterium,409.0,0.1,0.01,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
132,133,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,88,Peptostreptococcaceae incertae sedis,186804.0,0.5,0.04,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
133,134,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,89,Selenomonas,970.0,0.5,0.04,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
134,135,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,90,Mycoplasma,2108.0,1.0,0.1,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
135,136,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,91,Catonella,43996.0,0.7,0.2,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
136,137,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,92,Aggregatibacter,416916.0,0.1,0.02,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
137,138,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,93,Staphylococcus,29387.0,0.2,0.007,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
138,139,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,94,Treponema,166.0,0.5,0.1,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
139,140,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,95,Schlegelella,215579.0,0.05,0.01,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
140,141,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,96,Moraxella,479.0,0.1,0.0,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
141,142,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,97,Capnocytophaga,44737.0,0.8,0.2,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
142,143,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,98,Helicobacter,218.0,0.03,0.0,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
143,144,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,99,Pandoraea,93217.0,0.04,0.01,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
144,145,,Elevated,12,preferred_term,10023856.0,14.0,Laryngeal carcinoma,100,Abiotrophia,76631.0,0.1,0.02,,16S rRNA sequencing,Tissue biopsie,Human,179.0,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
145,146,,Elevated,13,preferred_term,10037153.0,16.0,Psoriasis,62,Streptococcus,1306.0,15.2,3.4,,qPCR,Skin swab,Human,16.0,16,Same person (healthy tissue),% (abundancy),% (abundancy)
146,147,,Reduced,13,preferred_term,10037153.0,16.0,Psoriasis,101,Propionibacterium,1743.0,2.9,12.3,,qPCR,Skin swab,Human,16.0,16,Same person (healthy tissue),% (abundancy),% (abundancy)
147,148,,Reduced,13,preferred_term,10037153.0,16.0,Psoriasis,101,Propionibacterium,1743.0,2.9,21.1,,qPCR,Skin swab,Human,16.0,16,Healthy control,% (abundancy),% (abundancy)
148,149,,Elevated,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,102,Aeromonas,647.0,,,3360.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
149,150,,Elevated,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,103,Ferribacter thermoautotrophicus,416555.0,,,2276.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
150,151,,Elevated,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,104,Mannheimia,75984.0,,,1000.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
151,152,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,105,Lyrodus pedicellatus,457830.0,,,-385.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
152,153,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,106,Nitrosomonas eutropha,916.0,,,-430.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
153,154,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,107,Calyptogena magnifica,6591.0,,,-511.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
154,155,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,108,Fucophilus fucoidanolyticus,177412.0,,,-748.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
155,156,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,109,Dietzia maris,37915.0,,,-770.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
156,157,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,110,Clostridium acetobutylicum,1488.0,,,-854.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
157,158,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,111,Bifidobacterium breve,1685.0,,,-864.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
158,159,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,112,Thermosipho,2420.0,,,-929.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
159,160,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,113,Thiomicrospira crunogena,39765.0,,,-989.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
160,161,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,114,Sphingobacterium,341027.0,,,-1040.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
161,162,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,115,Hymenobacter,89966.0,,,-1066.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
162,163,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,116,Nodularia sphaerocarpa,137816.0,,,-1166.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
163,164,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,117,Bifidobacterium thermacidophilum porcinum,212365.0,,,-1219.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
164,165,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,22,Bifidobacterium adolescentis,1680.0,,,-1339.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
165,166,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,118,Mitrastema yamamotoi,51498.0,,,-1634.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
166,167,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,119,Symbiobacterium toebii,120580.0,,,-1942.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
167,168,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,120,Sphingopyxis flavimaris,266812.0,,,-2039.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
168,169,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,121,Corynebacterium jeikeium,38289.0,,,-2124.0,Phylogenetic microarray,Faeces,Human,17.0,17,Healthy control,Fluorescence intensity,Fluorescence intensity
169,170,,Elevated,15,preferred_term,10009033.0,15.0,Chronic Obstructive Pulmonary Disease,122,Streptococcus pneumoniae,1313.0,9.48,1.24,,Denaturating gradient gel electrophoresis (DGGE),Sputum,Human,273.0,18,Healthy control,log copy nÂ° per ÂµL sputum,log copy nÂ°/ÂµL
170,171,,Elevated,15,preferred_term,10009033.0,15.0,Chronic Obstructive Pulmonary Disease,123,Klebsiella pneumoniae,573.0,34.65,6.26,,Denaturating gradient gel electrophoresis (DGGE),Sputum,Human,273.0,18,Healthy control,log copy nÂ° per ÂµL sputum,log copy nÂ°/ÂµL
171,172,,Elevated,15,preferred_term,10009033.0,15.0,Chronic Obstructive Pulmonary Disease,37,Pseudomonas aeruginosa,287.0,6.19,1.44,,Denaturating gradient gel electrophoresis (DGGE),Sputum,Human,273.0,18,Healthy control,log copy nÂ° per ÂµL sputum,log copy nÂ°/ÂµL
172,173,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,124,Anaerotruncus,244127.0,0.0,10.4,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
173,174,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,125,Bacillus,1409.0,2.3,46.8,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
174,175,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,36,Bacteroides,29523.0,2970.9,8410.3,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
175,176,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,126,Cellulosilyticum,698776.0,0.0,0.7,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
176,177,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,127,Christensenella,990721.0,0.0,31.1,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
177,178,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,68,Citrobacter,544.0,19.6,904.5,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
178,179,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,128,Coprococcus,33042.0,1.9,141.9,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
179,180,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,2,Desulfovibrio,885.0,0.0,87.4,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
180,181,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,42,Enterobacter,42895.0,43.9,224.5,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
181,182,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,59,Eubacterium,142586.0,239.7,1276.4,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
182,183,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,65,Faecalibacterium,216851.0,401.3,2744.6,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
183,184,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,129,Holdemania,61170.0,0.0,25.9,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
184,185,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,64,Lachnospira,28050.0,0.1,102.4,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
185,186,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,1,Lactobacillus,1591.0,65.3,205.1,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
186,187,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,130,Odoribacter,283168.0,0.7,76.5,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
187,188,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,53,Parabacteroides,1869337.0,19.0,498.4,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
188,189,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,44,Prevotella,59823.0,80.5,1727.8,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
189,190,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,131,Pseudoflavonifractor,1017280.0,0.1,8.5,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
190,191,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,14,Roseburia,841.0,4.5,848.1,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
191,192,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,132,Ruminococcus,41978.0,5.9,989.4,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
192,193,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,133,Sarcina,1266.0,0.0,0.3,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
193,194,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,54,Subdoligranulum,292632.0,15.1,900.7,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
194,195,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,134,Turicibacter,191303.0,2.3,47.9,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
195,196,,Elevated,3,preferred_term,10011401.0,10.0,Crohn's Disease,135,Actinomyces,29317.0,38.4,12.9,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
196,197,,Elevated,3,preferred_term,10011401.0,10.0,Crohn's Disease,33,Bifidobacterium,41200.0,7585.4,1333.3,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
197,198,,Elevated,3,preferred_term,10011401.0,10.0,Crohn's Disease,41,Enterococcus,35783.0,246.7,80.1,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
198,199,,Elevated,3,preferred_term,10011401.0,10.0,Crohn's Disease,63,Escherichia,561.0,0.2,0.0,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,Number of identifiable sequences,Number of identifiable sequences
199,200,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,136,Blautia faecis,871665.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
200,201,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,58,Roseburia Inulinivorans,360807.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
201,202,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,137,Ruminococcus torques,33039.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
202,203,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,138,Clostridium lavalense,460384.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
203,204,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,139,Bacteriodes uniformis,820.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
204,205,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,6,Faecalibacterium prausnitzii,853.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
205,206,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,140,Christensenella minuta,626937.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
206,207,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,141,Holdemania filiformis,61171.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
207,208,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,143,Eubacterium fissicatena,290055.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
208,209,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,144,Flavonifractor plautii,292800.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
209,210,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,145,Alistipes putredinis,28117.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
210,211,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,146,Clostridium lituseburense,1537.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
211,212,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,57,Roseburia intestinalis,166486.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
212,213,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,147,Clostridium asparagiform,333367.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
213,214,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,148,Clostridium disporicum,84024.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
214,215,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,149,Clostridium lactatifermentans,160404.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
215,216,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,150,Pseudoflavonifractor capillosus,106588.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
216,217,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,151,Eubacterium ventriosum,39496.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
217,218,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,152,Eubacterium desmolans,39484.0,,,,16S rRNA sequencing,Faeces,Human,19.0,19,Healthy control,,
218,220,,Elevated,22,preferred_term,10061451.0,10.0,Colorectal cancer,36,Bacteroides,29523.0,-1.04,-1.4,,qPCR,Faeces,Human,21.0,21,Healthy control,Log10,Log10
219,221,,Elevated,22,preferred_term,10061451.0,10.0,Colorectal cancer,44,Prevotella,59823.0,-1.04,-1.4,,qPCR,Faeces,Human,21.0,21,Healthy control,Log10,Log10
220,222,,Elevated,4,preferred_term,10009900.0,18.0,Ulcerative Colitis,20,Ruminococcus gnavus,33038.0,0.57,0.39,,qPCR,Tissue biopsie,Human,22.0,22,Healthy control,% (abundancy),% (abundancy)
221,223,,Elevated,4,preferred_term,10009900.0,18.0,Ulcerative Colitis,137,Ruminococcus torques,33039.0,6.81,0.01,,qPCR,Tissue biopsie,Human,22.0,22,Healthy control,% (abundancy),% (abundancy)
222,224,,Reduced,4,preferred_term,10009900.0,18.0,Ulcerative Colitis,45,Akkermansia muciniphila,239935.0,0.02,2.91,,qPCR,Tissue biopsie,Human,22.0,22,Healthy control,% (abundancy),% (abundancy)
223,225,,Elevated,3,preferred_term,10011401.0,18.0,Crohn's Disease,20,Ruminococcus gnavus,33038.0,3.12,0.39,,qPCR,Tissue biopsie,Human,23.0,22,Healthy control,% (abundancy),% (abundancy)
224,226,,Elevated,3,preferred_term,10011401.0,18.0,Crohn's Disease,137,Ruminococcus torques,33039.0,0.25,0.01,,qPCR,Tissue biopsie,Human,23.0,22,Healthy control,% (abundancy),% (abundancy)
225,227,,Reduced,3,preferred_term,10011401.0,18.0,Crohn's Disease,45,Akkermansia muciniphila,239935.0,0.2,2.91,,qPCR,Tissue biopsie,Human,23.0,22,Healthy control,% (abundancy),% (abundancy)
226,228,,Reduced,23,preferred_term,10021972.0,18.0,Inflammatory Bowel Disease,163,Bacteroides thetaiotaomicron,818.0,,,-32.5,16S rRNA sequencing,Tissue biopsie,Human,24.0,23,Healthy control,% (prevalence),% (prevalence)
227,229,,Elevated,23,preferred_term,10021972.0,18.0,Inflammatory Bowel Disease,164,Pseudomonas straminea,47882.0,,,53.7,16S rRNA sequencing,Tissue biopsie,Human,24.0,23,Healthy control,% (prevalence),% (prevalence)
